question
 맨 처음에 친구한테 어떻게 다가가야 하나요?( 좀 소심한 편) 5.예비중학생에게 충고/조언 부탁드립니다! 음...적은 내공+감사내공 드릴게요.. 부탁드립니다! # 질문에... 
 많아서 질문 올리려고 합니다 ~ 1. 신발사려고 하는데 어떤게 좋을까요?? 2.중학생때 비비 쓰면 찍히나요? 3.커피색스타킹은 언제 신어야되나요? 4.반스타킹은 안되나요... 
 이제 곧 중학생이 되는 예비중학생입니다! 예비중학생이 되기 전에 궁금한게 너무... 어색함 없앨 방법좀..] 질문이 많아졌네요 ㅠ_ㅜ 내공30걸어요!! 성의있게... 
 질문하겠습니당 ㅠㅠㅠㅠㅠ 1. 중학생때 교복을사잖아요. 제일 좋은 매장이 어디일까요? 2 . 중학생때 사복 입을일이 많아요???? 3. 제가머리 길이가 어깨 좀 내려오는데... 
" 예비 중학생이 몇가지 질문을 하려고 합니다.^^ 선배님들, 성심 성의껏 답해주세요 ~ 1) 제가 어제 문제집을 샀거든요. 근데 돈이 좀 모자라는 관계로 많이 사지는 못했구요.... "
" 저는 곧 중학생이될 여자인데,, 중학교에 대해서 잘 모르거든요. 그래서 여러가지 질문을 올립니다. 1.중학교에 처음에 갔을때는 뭐하나요? 2.반배치고사는... "
 제가1학년때는 그냥 살았는데 2학년 되니까 잘생겨지고 싶고도 하고 키고 크고 싶고요 제가 키가 좀 작아서 여러가지 질문좀할게요 1.중학생필수품은? 2.잘생겨 지는... 
 밑에질문 답변부탁드려요~ 참고로 전 여학생입니다~^^ 1.다리털많은사람은 어떡해하나요??? 2.어떡해해야지 선배들한테 안찍히나요???(찌질이는싫고요...) 3.중학생때... 
 내공냠냠 신고합니다 ❢ 1. 제가 키가 146~7 정도에요 몸무게는 40 이에요 ! 중학생 대부분 키.몸무게/지금 제 키 정상체중 알려주세요 ♡ 
 저는 이제 07년도에 중학교를 들어가는 예비중학생입니다. 지식iN에 질문을 많이 해보았지만 이렇다할 답변이 몇개 안돼 이렇게 다시 질문을 올립니다. 1. 저는 2월 2일에... 
 안녕하세요~ 전 이제 중학생이되는데 궁금한게 너무 많아서! 질문올려요! 내공20걸어요! 1.교복스마트에서맞출건데스마트좋아요? 2.스마트사은품뭐에요?(지역마다... 
 중2이고 과외가 하고싶은데 아는게 없어서 질문합니다 제발 광고 홍보는 하지말아주세요 1. 주변에 인맥이 없는데 과외선생님은 어떻게 구하나요? 사이트나 앱으로 하면... 
 2006년3월2일에입학하는 예비중학생인데요^^ 1. 제가 키가 150 쫌 안되는데요..... 또 좋은 친구를 구별(?) 할수 있는 방법도 알려주세요^^ 이상 저의 질문이었습니다^_^♡ 
 1.필기해야할 과목 갯수 2.필깆잘하는법 3.필수템 내공 50 이요 
 안녕하세요.지식인 ㅇ ㅕ러분들ㅎㅎ이제 예비 중학생이 되는 &&&입니닷ㅎㅎ 내공많이드릴테니깐 답변정성껏 해주셔야해용!ㅎㅎ질문들어갑니닷ㅎ헤헤 긹어도 끝까지... 
 밤 몆시까지......중학생에 대해서 자세히 가르쳐주세요 ---------------------------------------------------------------------------------------------------------- 좀 질문이 많죠...??? 중학생이... 
 알아보니 중학생 코딩교육이라고 있더라구요 근데 제가 이쪽은 아는게 전혀 없어서요 중학생 코딩교육 시켜도 좋을까요 학원 그냥 보내는게 나을까요 중학생 코딩교육... 
 이제 곧 중학생이 되는 예비 중학생입니다 - (여자입니다 (탕) 그러다 보니 워낙 호기심과 기대감이 많아졌어요! 그래서 결국 질문까지 올립니다. ! 좋은 답변 부탁드릴께요... 
 제가 중학생 들어가는데 아는게 없어서ㅠ 질문에 답좀 해주세요! 1.중학생 들어가면 화장을 아예 못하나요? 2.공책은 과목별로 다 준비해야하나요? 3.스프링공책이... 
" 2005 년도, 그러니까 약 2달만 있으면 중학교에 입학할 예비중학생 입니다. 중학교에... [질문의 요점은, 중학교 들어갈 때 머리색과 머리 스타일과 가격] {답변주실때... "
 안녕하세요 예비 중학생입니다. 1)중학교 가면 선도부... 7)중학생되면 필통을 어떤스타일 그리고 샤프는 몇자루?... 10)중학생이 되면 좋은점과 나쁜점 11)재일 아래 이머리... 
 안녕하세요^^ 예비 6학년인 아이입니다.^^** 너무 마음이 설레고 그래서 질문좀 하겠습니당~. 1. 중학생때 준비해야할 것!! 사소한것두 포함요 모 공책은 몇권 가방은 모... 
 안녕하세요:) 이번에 중학생되는 대전 학생 인데요(??) 잘 모르는게 있어서 질문하려구 하는데 이상하거나 이해안되는 질문은 답변 안해주셔도 되요!! 1. 저는 교복을... 
 안녕하세요 처음으로 내공 100걸고 질문하네요 주저리 치우고 시작하겟습니다 저는 육학년 여학생입니다 곧 중학생이 되지요 하지만 저는 지금 친구관게가 무쟈게 나쁩니다... 
 저는 이제 조금있음 중학생이 되는 초6여자입니당 다름이 아니라 예비 중학생의 대해 질문좀 하려고요 ㅎㅎ 질문시작!! 1치마 통을 H라인으로 줄이고 싶은데.. 그렇게... 
 이제 예비중학생인 여학생입니다. 제가 안양시 부안중학교로 입학하게되는데 궁금한게 많아서 물어봅니다. 1.교복은 빨리빨리 살껀데 입학식날입고 가나요?? 아니면 입학식... 
 아..저 내년에 중학생되는 예비중학생인데요. 임시소집일이 뭐에요? 또 반 배치고사 이런거 보나요? 내년부터 안본다는 말도 있던데.. 확실하게 알고 싶구요. 임시소집일날은... 
" 2008년도에 중학생이되는,예비중학생입니다^^; 질문을 몇가지할께요~;성실히 답변해드리는분께 감사내공까지 드리겠습니다♥ 1.내신이있다는데,그 내신이 몇점인지 자신이... "
 전이제중학생이되는학생입니다. 제가궁금한게잇어요. 1)제가ANGUS신발을신는데요.... 마지막으로중학생되서않해야될짓이나 선배들한테찍히지않은방법요. 
 중학생 되면 몇시에 학교끝나요? 
" 7 중학생이 쓰기 적당하고 아니면 중학생이 쓰기좋은 노트북 삼성,lg 에서 추천좀 해주세요 110만원 이하로요 그리고 15인치가... "
" 이제 한학기만 지나면 중학생이 되는 한 소녀입니다 제가 진짜 아무것도 모르거든요...... 1번질문이 제일 중요하구요 그다음에 3,4번 질문도 중요합니다. 그렇다고 다른질문... "
 저는 중학생 1학년입니다. 일단 질문을 시작하기 앞서 전 술을 마신적이 있습니다 우울할때마다 혼자 마셨습니다 지금까지 합쳐서 총 3~4병은 마신것 같습니다 지금은 제가... 
 저는 예비중학생입니다 제가 고양시에 있는 백양중이 됬는데 궁금한게 너무 많아여 질문 1.백양중학교 입학할때 교복입나요? 사복입나요? 2.백양중에서 학생들 급식은... 
 안녕하세요^^ 올해로 중학생이 되는 여학생인데여ㅎ 제가요 이제 중학생이 되면서 궁금한것두 많아지구그래서여^^ 질문 할게요^^ 1. 중학생때는 키 작아서 왕따도 당하고... 
 중학생 2학년 학생인데요 궁금한게 많아서 글을올립니다 1. 제가 중학생 2학년인데도... ( 키 166 몸무게 52) 진짜 저는 진지하게 질문드립니다 성실하고 빠른답변... 
" 1년후면 중학생이되는 초등학생인데요.(여자에요) 몇가지 걱정되는것과 궁금한게... 5.선배들이 막 후배들 잘 밟고 그러나요?ㅠㅠ 6.특별질문인데요, 그냥 매일 밥만... "
 중학생 교근축소술 질문 (내공 100) 중 1 여자입니다 ! 사각턱이 있고 교근도 발달이 엄청 됏어요 어릴때부터 껌씹는걸 무척 좋아하고 플라스틱조각 씹는것도 엄청 좋아했어요... 
 저는 올해 중학교에 입학하는 예비 중학생 입니다. 인천 서구 간재울중에 배정... @*네번째 가장 중요한 질문!!!*@ 공부 비법(노하우)을 전수 해 주세요!!!!! 제가 이런 질문을... 
 그럼 질문 입니다 1) 제가 초등학교때 귀에다가 2개씩 귀걸이를 했는데요 중학생때 귀걸이를 하면 않된다는건 알고있는데 제귀가 아직않막혀서 중학생때도 귀걸이를... 
" 이제곧중학생이되는예비중학생6 학년여학생입니다ㅇㅇ 중학교들어가는데, 초조하기도하고, 기대되기도하고, 궁금하기도하고해서 지식인에글올릴게여ㅇㅇ 질문이좀... "
 저는 이번에 중학생이 되는 13살 여자 인데요. 궁금한건 많은데 누구한테 물어봐야 될지 몰라서 이렇게 질문을 합니다~ (바로 질문 들어가용ㅎ) 1.예비 소집일 인가??그 때도... 
 내년이면 중학생이 되는 13살 예비 중학생입니다!! 잡소리 집어 치우고 본론... 2.중학생 필수품은 뭐가 있을까요? 3.제가 낯을 좀 가려서 쉽게 친구들이랑 친해지는 방법... 
 안녕하세요ㅎㅎ 이제곧 중학생이될 예비중학생입니다 질문은! 1.파우치에 있어야될것! 2.그냥 필수품 3치마길이는..? 4.아이비나 엘리트중 어디교복이좋고 인기가좋나요? 5.... 
 안녕하세요 주식을 시작하고 싶은 중학생입니다 아직 어떻게 주식을 시작해야 할 지 몰라서 이렇게 질문합니다 인터넷 주식으로 마음대로 주식을 사고 팔고 싶은데 처음에... 
" 안녕하세요?호호홍 21세기를창조하는예비중학생입니다ㅇㅈㄹ... 좋은대학을목표로....코피터지게공부할겁니다^0^ 그러니까....제가앞으로질문하려는것에 ""공부나해라... "
" 이제 곧 중학생이 되는데 궁금한게 있어서요. 생긴지 얼마 안 된 학교라서, 시설도 끝내주게 좋다네요 ㅎㅎ 근데 제가 전에 다니던 학교에서 이사를 왔거든요 ? 근데 이사... "
 안녕하세요 저는 2011년에 중학생으로 올라가는 예비중학생입니다 선배님들께 질문 할께 있는데요 질문1 제가요 다리를 다쳐서 중학교때는 목발을 짗어야 하는데 이런거로... 
 ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... 
 이제 중학생이 되는 여학생이랍니다. 대구 원화중 배정 받았고요. 질문 들어갑니다.ㅋㅋ ----------------------------------------------------------------------------- 1.신발이요..나이키... 
 만약 병원에 질염 검사 하러 가면 중학생은 어떤 식으로 검사를 진행 하나요? 그리고 중학생도 질 유산균 먹어도 되나요?? 
" 안녕하세요...반 년 후면 중학생이 되는 초6 여학생입니다. 1.언니,오빠들한테... 티슈로 닦아 보라고 한다던데...진짠가요...? 8.조언 한 마디... 질문이 많으니 100걸게요... "
 제가 내년이면 중학생이 되는데요. 입학식때 교복에다가 겉옷 입고 싶은데 뭘입어야... 무난하게 검정으로요ㅎㅎ 그리고 중학생 필수품도 알려주세요!! 또 교복은 어디서... 
 요즘 부쩍 중학생에 빠진 6학년 한 여아이입니다 저는 구로중에 가게됩니다 1) 중학생되면 필수준비물이 뭐죠? 2) 저가 귀걸이를 하고있는데 중학생때는 빼야하나요? 3)... 
 1 중학생 예비소집일날에는 무엇을 하나요? 차례차례 알려주세요. (왠지 그떄되면....... 질문은 요기까지구요 ㅠㅠㅠ 내공 20드리구 채택해드려용 ㅠㅠㅠㅠㅠㅠ 
 맞춰서..질문드릴게요 1.머리는 어떤걸로 하는게 좋을까요? (언니한테 초코송이는 어떠냐고 물어보니까막 찌레같다그러면서 요즘엔 중학생언니들이... 
 ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... 
 중학생 질문드립니다. 제가 이번에 제 친구들과 롯데월드를 가게 되었는데 표를 구매하려고 보니까 성인이 각종 카드할인이 많아서 청소년보다 더 싸더라구요. 그래서 더... 
" 안녕하세요ㅇ_ㅇ저는 예비중학생입니다.^___________^ 제가 이번에 중학교가 본오, 상록... 저는 아마도 상록, 본오 <- 이 둘중에 한 곳에 갈거 같은데요^^ 질문 몇가지만 드릴게요... "
 중학생으로 올라가는 학생입니다. 이제 조금잇으면 방학이구 방학끝나고 그러면 졸업인데 아직 우리가 다닐 중학교는 모르잖아요? 그리고 교복도 사야할텐데 우선 질문... 
 2007 예비중학생인 한 여학생입니댜★ 중학교올라가는데 궁금한점이 있어서 이렇게 질문드립니다// ※ 머리는 어떻게 하는게 좋을까요? 귀밑 10cm라는데 ※ ※ 머리... 
 전..예비 중학생입니다. 단 내용을 많이 봐왔는데.. 더 자세히 알고싶어요.. 전..정말.... 그리고..중학생때에 들고다닐 필수품과. 중학생때 배우는 과목들 좀 가르쳐주세요..... 
 중학생영어질문 
 중학생코딩학원을 알아보려고합니다. 어떻게 수업이 진행되는지 알 수 있을까요? 
 내공은 물론있습니다;;아주작게 20이지만 첫번째질문＊ 전 중학생이 되는 여학생입니다. 키는 한 150좀 넘을것같구요 몸무게는 40~45사이일꺼예요. 피부는까무잡잡하고... 
 2006년에 예비 중학생이 되는 사람 (?) 입니다 ^ ^ 제가 대구에 살고 있는데요 ... 수성구에 동중이라고 아시는지 .... ? 모르시면 이 학교 관련 질문은 패스 하셔두 되구요... 
 학교에서 진로 상담을 하면서 선생님께서 방학중에 자격증을 따보는것도 괜찮다고 하셨는데 궁금한점 질문할게요 1 중학생이 혼자 공부하여 딸 만한 자격증은... 
 ①교복 이쁘게 입는 법 ②중학생 머리 단발루 이쁜 것 (사진 첨부 꼭) ③스타킹 기모면과 반 스타킹 중에 어떤 것이 좋을까요 ? ④이쁜 신발과 가방 좀 추천 해 주세요... 
" 제가 올해 중학생 들어가는 예비 중 1 인데요 중학교 생활이랑 외모나 그런것에 대해서 질문 할 게 있어서요, (★)저기. 제가 초등학교 때 좀.. 왕따?는 아니고 친구가... "
 제가 1달 후면 중학생이 됩니다.... 근데 제가 아는 언니가 많이 없어서...중학교에 대해 잘 모르겠어요. 질문 좀 받아주세요~ 질문1.여중생이 이쁘게 맬 수 있는 가방은... 
 안녕하세요~ 이제 예비중학생 입니다~~ 학교배정 받앗구요 2월 13일날 배치고사 보러갑니다~~ 그래서 궁금한게 많네요.. 성의껏 답해주세요 내공 10겁니다~~ 1.배치고사를... 
 그저께인가 질문했던 중학생인데요 사진 밝기 채도 그런걸 조절하니까 얼굴에도 이렇게 된게 확실히 보이거든요 지금도 입가나 얼굴 곳곳이 저런식으로 하얗거든요 .. 곰팡이... 
 안녕하세요 이제 곧 중학생이 될 학생입니다 근데 걱정되는게 있어서 질문해봅니다..ㅠ 1.제가 학원을 안다니고 인터넷강의를 듣고 혼자 공부하는데요중학교때는 학원을... 
 제가 내년이면 중학생이거든요...ㅎㄷㄷ 근데 중학생되면 좋은점있나요? 초딩때보다좋은점...; 글구 단점은??.......(※참고:전 여자랍니다...;;) 내공은10걸께요 ※참고... 
 제가2008년 중학교에들어가는 예비중학생입니다 제가 질문을할께있는데 1.중학교들어갈때 머리는 어느스타일로 잘라야하나요???(저희학교는 뒷머리는 옷에안다일정도... 
 안녕하세요 이번에 생일을 맞아 시계를 장만하려는 중학생입니다. 지금 보고있는모델은 티쏘 르로끌 파워매틱 80 모델과 세이코 프레사지 칵테일 청판모델중... 
 안녕하세요 이번에 생일을 맞아 시계를 장만하려는 중학생입니다. 지금 보고있는모델은 티쏘 르로끌 파워매틱 80 모델과 세이코 프레사지 칵테일 청판모델중... 
 헤드가방에 대해서 몇가지 질문좀 할게요 ♡ 제가 올해로 중학교에 입학하는... 올해로 중학생 입학이니까 메고 다녀도 괜찮겠죠 ? <- 또 그 가방이 새로 나온 디자인이라... 
 안녕하세요^^ 올해로 중학생이 되는 여학생인데여ㅎ 제가요 이제 중학생이 되면서 궁금한것두 많아지구그래서여^^ 질문 할게요^^ 1. 중학생때는 키 작아서 왕따도 당하고... 
 그런데 요즘 문득 드는 생각이 전 중학생이다보니 돈도 없고 .. 그래서 아파트 헬스장을 다녀요. 아파트 헬스장이다보니 없는 기구도 많고 레그익스텐션 하고싶을때도... 
" 안녕하세요 (^^) 이번에 중학생이되는 , 예비중학생입니다. 왠지중학생이된다고생각하니걱정이랑고민이좀있어요 1,교복은어디가제일좋나요 ? <엘리트,스마트 ,스쿨룩스,등... "
" 안녕하세요?호호홍 21세기를창조하는예비중학생입니다ㅇㅈㄹ... 좋은대학을목표로....코피터지게공부할겁니다^0^ 그러니까....제가앞으로질문하려는것에 ""공부나해라... "
 중학생 헬스 질문이요. 제가 몸무게 73 키 172 정도 되는 중3 입니다. 아직 헬스를 잘몰라서 러닝머신 40분 정도만 하고 집에 가는 편입니다. 살도 빠지고 근육이 더 붙이게... 
 저는 이번에 중학생이되는 예비중학생 입니다~ 그냥 못생기고.. 잘못노는 그런 한 인간입니다~^ㅂ^하핫 지금부터 질문 드리겠습니다!~ 1.제가 도림1동 사는데 어디중으로... 
" 제가 예비중학생이다보니 궁금한것이 좀 있는데요 성의있게 답변해주신분은 저가... 잘 어울리는 방법. 질문이 많아서 죄송하구요, 답변해주시면 감사드리겠슴니돠~ "
 해커 가 꿈인 중학생입니다. 일단 컴퓨터 에 대해서는 모르구요. 제가 할줄아는것이라곤 iP 보는방법 과 iP 바꾸는방법.. 뿐... 좋은쪽으로 쓸려구하는데요...~ 질문하겠습니... 
 해커 가 꿈인 중학생입니다. 일단 컴퓨터 에 대해서는 모르구요. 제가 할줄아는것이라곤 iP 보는방법 과 iP 바꾸는방법.. 뿐... 좋은쪽으로 쓸려구하는데요...~ 질문하겠습니... 
 ------------------------------ 1.예를들면 중학생이 쓰는 과목 다 써주시구요 2.문제집 추천해주세요 (과목 모두다) ←(과목중 없는 문제집이면 안써도되고 있다면 써주세요) 
" 2008년도에 중학생이되는,예비중학생입니다^^; 질문을 몇가지할께요~;성실히 답변해드리는분께 감사내공까지 드리겠습니다♥ 1.내신이있다는데,그 내신이 몇점인지 자신이... "
" 이제곧중학생이되는예비중학생6 학년여학생입니다ㅇㅇ 중학교들어가는데, 초조하기도하고, 기대되기도하고, 궁금하기도하고해서 지식인에글올릴게여ㅇㅇ 질문이좀... "
" 이제곧중학생이되는예비중학생6 학년여학생입니다ㅇㅇ 중학교들어가는데, 초조하기도하고, 기대되기도하고, 궁금하기도하고해서 지식인에글올릴게여ㅇㅇ 질문이좀... "
 코로나 상황인지라 잘 만나지도 못 할것 같지만 그래도 미리 좀 알고 싶어 질문드립니다. 보통 중학생들은 뽀뽀가 기본이던데 저희는 일단 포옹이랑 손잡는거 까지... 
 안녕하세요~ 전 이제 중학생이되는데 궁금한게 너무 많아서! 질문올려요! 내공20걸어요! 1.교복스마트에서맞출건데스마트좋아요? 2.스마트사은품뭐에요?(지역마다... 
 여자 예비중인데여...제가 갈학교는 개학전날에 모이고그런다고는 안해서....뭐가필요한지뭘어떻해하는지잘몰라요ㅠㅠㅠ 1.중학생 필수 용품 2.필기꼭해야하나요?.... 
 허벅지가 배우 딴딴하고 다리라인이 이쁘지 않아 스트레스 받는 학생인데 질문이요 1. 중학생이 문화센터에서 요가를 할 수 있나요? 2. 요가를 꾸준히 하고 식단 관리도... 
 중학생 공부잘하는법하고 재밌게생활하는법! 질문 1.공부잘하는법 2.재밌게생활하는법 3.암기잘하는법 4.가산점이자세히무엇이죠? 내공걸어요~~~~~ 
" 안녕하세요 ~ ㅎㅎ 저는 이번에 중학생이되는 예비중학생입니다 ^,^ (여자예요 참고 ㅎㅎ) (2명이서같이질문하고잇어요!) 답변부탁드려요 ㅎㅎ 1.... "
 중학생인데 엄마 화장품 써도 될까요? 기능성 화장품이라 써있고 기기로 뿌리는 거에요 
" 전 2006학년도에 중학교에 들어가는 철없는 예비중학생이에욬!! 그럼이제질문들어갈께요><. 1) 예비소집일에뭐해요??차례차례로..ㅋㅋ 2) 예비소집일, 입학식때... "
 요즘 부쩍 중학생에 빠진 6학년 한 여아이입니다 저는 구로중에 가게됩니다 1) 중학생되면 필수준비물이 뭐죠? 2) 저가 귀걸이를 하고있는데 중학생때는 빼야하나요? 3)... 
" 안녕하세요 14살 남자 중학생 입니다. 제가 몸에 근육이 많이지고 싶어요 다리,복근,가슴,팔,등 여러가지 부위별 근육 전체적으로 많아지고 싶습니다. 그러기 위해 식단은... "
 운동화 추천좀 3.중학생필수품.. 4.가방추천 5.제가 전학와서 친구를 못사귀었는데 친구사귀는법 6.활발해지는법 7.볼살빼는법 제가 급하건 1번입니다.. ㅠㅠ 2일남짓..... 
 이제 중학생이되는 한 소년입니다! 헤헤 요즘 질문을 좀 마니하네요... 그럼 이제 질문좀요! 먼저! 1.제가 서울광성중을 가는데요 오늘 광성중을 가보니 좀 그럭저럭 한... 
 중학생 올라갈때 질문좀 드릴게요 1.필기구 자세히... 뭐 샤프 몇개 볼펜 등등 이런식으로요..그리고 필통도 어떤게 좋을까요? 2.노트같은거 몇권정도 사야되나요?? 3.제가... 
 내년이면 중학생 되는 6학년 여학생입니다.. 너무 걱정되서요..ㅠ질문답변좀.. 1.제가 친해지면 활발해지지만 초면떈 말을 잘 못꺼내구요... 반에서는 잘나가지도않고... 
" 이제곧중학생이되는예비중학생6 학년여학생입니다ㅇㅇ 중학교들어가는데, 초조하기도하고, 기대되기도하고, 궁금하기도하고해서 지식인에글올릴게여ㅇㅇ 질문이좀... "
 내년이면 중학생 되는 6학년 여학생입니다.. 너무 걱정되서요..ㅠ질문답변좀.. 1.제가 친해지면 활발해지지만 초면떈 말을 잘 못꺼내구요... 반에서는 잘나가지도않고... 
 하이레이어컷 안녕하세요 2008년에중1이되는 예비중학생인데요^.^ 중학생이된다는생각에 설레기도하고좋기도해서 질문할게좀있습니다~ 01 예비소집일은언제하고... 
 안녕하세요 처음으로 내공 100걸고 질문하네요 주저리 치우고 시작하겟습니다 저는 육학년 여학생입니다 곧 중학생이 되지요 하지만 저는 지금 친구관게가 무쟈게 나쁩니다... 
 요즘 부쩍 중학생에 빠진 6학년 한 여아이입니다 저는 구로중에 가게됩니다 1) 중학생되면 필수준비물이 뭐죠? 2) 저가 귀걸이를 하고있는데 중학생때는 빼야하나요? 3)... 
" 현재 초등학교 6학년인 예비 중학생입니다. 수학이 떨어져서 고민입니다. 그리고 중학교 들어가면 종합학원과 단과학원 중 어디를 다녀야 하며, 어느 학원이 좋은지 등등이... "
 이쁜것 알려주세요. 생각나는 질문 있으면 추가로 올리겠습니다. 좀 자세하게 알려주세요. 2번과 3번은 유행안타는 것으로 부탁드려요. 그리고 메이커로 안사면 안되요?ㅡㅡ 
 저는 평범한 중학생입니다... 어릴 때는 말랐지만 중학생이되면서 운동을 그만 뒀습니다. 3년동안 옛날에 운동할 때 처럼 먹으니 살이 많이 불었습니다. 지금은 171에... 
 제가 중학생이 되나요 예( 12월 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 존나 어이없는질문 죄송(훗 ㅡㅡ;) 하지만 좋은 답변부탁해요 일단내공 15드리구요 감사내공 드릴꼐요 빠른답변 ㄳ 
 예비중학생인데여ㅋ 중학교 올라가는거에 대해서 좀 물어볼께여 1. 교복 처음갔을때부터 교복줄이면 언니들한테 찍히나여? 그렇게 많이줄이는건아니고 그냥 좀 보통애들이... 
 내공은 물론있습니다;;아주작게 20이지만 첫번째질문＊ 전 중학생이 되는 여학생입니다. 키는 한 150좀 넘을것같구요 몸무게는 40~45사이일꺼예요. 피부는까무잡잡하고... 
 내공은 물론있습니다;;아주작게 20이지만 첫번째질문＊ 전 중학생이 되는 여학생입니다. 키는 한 150좀 넘을것같구요 몸무게는 40~45사이일꺼예요. 피부는까무잡잡하고... 
